datetime,pickup_location,drop_location,distance_km,weather,eta_minutes,surge_multiplier,Traffic Index,Demand Index,weekend,special_events,hour,pickup_category,drop_category,pickup_coordinate,drop_coordinate
2025-02-13 07:51:00,Paschim Vihar,Sector 18 (Noida),33.62,Humid,90.84,2.61,97.45,51.73,0,0,7,Residential Areas,Commercial & Industrial Areas,"28.6701, 77.1004","28.577, 77.3205"
2025-01-02 18:19:00,Sector 18 (Noida),Shastri Nagar,20.5,Clear,64.14,2.4,67.29,48.91,0,0,18,Commercial & Industrial Areas,Residential Areas,"28.577, 77.3205","28.6797, 77.2587"
2024-12-26 23:53:00,Sarai Kale Khan ISBT,Krishna Nagar,16.44,Clear,41.8,1.65,24.82,9.06,0,0,23,Highways & Borders,Residential Areas,"28.5702, 77.2435","28.6537, 77.2657"
2025-01-31 20:00:00,Amity University (Noida),Greater Kailash II (M Block Market),17.9,Fog,43.79,1.76,28.29,15.48,0,0,20,Educational Institutions,Residential Areas,"28.5529, 77.3499","28.5388, 77.241"
2024-11-30 14:38:00,Kamla Nagar,Dilli Haat (INA),18.79,Rain,56.19,2.15,48.94,37.15,1,0,14,Residential Areas,Tourist Spots,"28.675, 77.23","28.5722, 77.2177"
2025-01-15 07:19:00,Gurgaon (Haryana),Delhi University (North Campus),43.44,Clear,100.24,2.02,62.32,21.11,0,0,7,Residential Areas,Educational Institutions,"28.4595, 77.0266","28.6943, 77.2166"
2024-12-13 08:10:00,Pitampura,PVR Cinemas Dwarka Sector 21,20.72,Fog,65.57,1.92,41.38,22.61,0,0,8,Residential Areas,Commercial & Industrial Areas,"28.6975, 77.1264","28.6022, 77.0475"
2025-01-28 01:54:00,Karol Bagh,Pitampura,14.23,Fog,38.71,2.28,38.25,52.02,0,0,1,Residential Areas,Residential Areas,"28.665, 77.196","28.6975, 77.1264"
2024-11-03 17:02:00,Amity University (Noida),Rajinder Nagar,28.03,Humid,89.2,2.0,45.04,27.3,1,0,17,Educational Institutions,Residential Areas,"28.5529, 77.3499","28.6405, 77.1805"
2025-01-09 23:29:00,Hauz Khas Metro Station,R.K. Puram Sector 7,8.39,Rain,33.63,2.35,57.48,48.87,0,0,23,Transit Hubs,Residential Areas,"28.5469, 77.2023","28.5603, 77.1777"
2025-02-25 01:55:00,National Museum,"Sohna Road, Gurgaon",44.36,Clear,120.8,1.71,6.53,20.98,0,0,1,Tourist Spots,Highways & Borders,"28.6118, 77.2166","28.3496, 77.0629"
2025-02-23 22:57:00,Barakhamba Road Metro Station,Civil Lines,12.0,Clear,38.2,2.31,67.0,41.86,1,0,22,Transit Hubs,Residential Areas,"28.6288, 77.2238","28.6811, 77.2289"
2025-02-23 04:31:00,Okhla Industrial Estate,Millennium City Centre Gurugram Metro Station(huda city centre),29.69,Clear,101.57,1.69,13.27,17.08,1,0,4,Highways & Borders,Transit Hubs,"28.5395, 77.2713","28.4658, 77.0782"
2025-01-07 00:09:00,Laxmi Nagar,Qutub Minar,22.44,Fog,55.02,2.32,68.52,41.8,0,0,0,Residential Areas,Tourist Spots,"28.6281, 77.2764","28.5245, 77.1856"
2024-12-07 10:53:00,Laxmi Nagar,Indian Institute of Technology Delhi (IIT Delhi),19.47,Rain,48.13,2.52,72.2,56.13,1,0,10,Residential Areas,Educational Institutions,"28.6281, 77.2764","28.5484, 77.1927"
2025-01-12 02:10:00,Pitampura,Old Rajinder Nagar,14.4,Rain,34.54,1.89,33.41,23.35,1,0,2,Residential Areas,Residential Areas,"28.6975, 77.1264","28.645, 77.18"
2025-01-25 09:29:00,Saket District Centre,Hauz Khas Village (commercial nightlife aspect),8.81,Clear,28.18,1.96,46.79,23.3,1,0,9,Residential Areas,Commercial & Industrial Areas,"28.5208, 77.2155","28.5469, 77.2023"
2025-01-16 20:44:00,Jasola,Krishna Nagar,19.29,Clear,44.25,1.98,58.79,19.51,0,0,20,Commercial & Industrial Areas,Residential Areas,"28.5508, 77.2996","28.6537, 77.2657"
2025-01-23 04:15:00,"Noida Extension (Greater Noida West), (Ghaziabad, UP)",Laxmi Nagar,24.82,Clear,53.46,1.7,5.34,20.71,0,0,4,Residential Areas,Residential Areas,"28.6119, 77.4446","28.6281, 77.2764"
2025-01-22 12:39:00,Ghaziabad (UP),Punjabi Bagh,39.21,Clear,79.39,1.55,26.25,0.42,0,0,12,Residential Areas,Residential Areas,"28.6705, 77.4324","28.6744, 77.1402"
2025-02-18 18:31:00,"MG Road (Gurgaon, commercial aspect)",Hauz Khas Village,21.38,Clear,57.15,2.58,88.62,53.74,0,0,18,Commercial & Industrial Areas,Residential Areas,"28.4848, 77.0818","28.5469, 77.2023"
2025-01-25 02:49:00,Civil Lines,Dwarka Sector 12,30.15,Humid,86.64,1.68,19.25,13.35,1,0,2,Residential Areas,Residential Areas,"28.6811, 77.2289","28.6105, 77.0298"
2024-12-23 19:15:00,Delhi University (North Campus),"Noida Extension (Greater Noida West), (Ghaziabad, UP)",33.87,Clear,90.83,2.27,71.23,37.03,0,0,19,Educational Institutions,Residential Areas,"28.6943, 77.2166","28.6119, 77.4446"
2024-11-08 09:39:00,Vasant Kunj Sector C,Connaught Place,18.78,Humid,46.22,1.81,54.04,8.67,0,0,9,Residential Areas,Commercial & Industrial Areas,"28.5458, 77.1557","28.6328, 77.219"
2024-11-18 20:11:00,Rajouri Garden Market,Laxmi Nagar,22.4,Fog,47.08,1.75,31.35,13.65,0,0,20,Commercial & Industrial Areas,Residential Areas,"28.6532, 77.1306","28.6281, 77.2764"
2025-01-09 01:27:00,West Patel Nagar,Preet Vihar,17.96,Rain,46.76,2.47,51.26,60.52,0,0,1,Residential Areas,Residential Areas,"28.66, 77.175","28.6473, 77.2847"
2025-01-15 07:18:00,GTB Nagar,Delhi University (South Campus),27.76,Clear,72.41,2.6,83.36,57.27,0,0,7,Residential Areas,Educational Institutions,"28.7138, 77.2307","28.5459, 77.1965"
2024-12-08 18:31:00,ITO (Indraprastha Estate),Vikaspuri,20.4,Clear,47.49,2.13,61.25,30.51,1,0,18,Commercial & Industrial Areas,Residential Areas,"28.6356, 77.241","28.6483, 77.1103"
2025-02-10 03:00:00,Ashok Vihar Phase 1,India Gate,19.86,Clear,46.27,1.77,31.07,15.32,0,0,3,Residential Areas,Tourist Spots,"28.7121, 77.1718","28.6129, 77.2295"
2024-12-03 04:30:00,Hauz Khas Metro Station,Dwarka Sector 6,25.02,Clear,73.71,2.29,71.55,38.31,0,0,4,Transit Hubs,Residential Areas,"28.5469, 77.2023","28.6181, 77.0519"
2025-01-27 17:30:00,Rajouri Garden Market,Rohini Sector 22,16.03,Fog,44.05,1.83,41.81,15.79,0,0,17,Commercial & Industrial Areas,Residential Areas,"28.6532, 77.1306","28.7355, 77.1215"
2024-11-10 16:57:00,Anand Vihar,Central Secretariat Metro Station,16.64,Clear,38.56,1.88,19.48,28.42,1,0,16,Residential Areas,Transit Hubs,"28.6534, 77.3175","28.6129, 77.2295"
2024-11-11 22:06:00,Dwarka Sector 12,Old Rajinder Nagar,23.18,Clear,52.5,2.05,40.8,32.56,0,0,22,Residential Areas,Residential Areas,"28.6105, 77.0298","28.645, 77.18"
2024-12-22 20:15:00,PVR Cinemas Dwarka Sector 21,Lajpat Nagar IV (Central Market),29.07,Humid,89.51,1.78,38.37,13.09,1,0,20,Commercial & Industrial Areas,Residential Areas,"28.6022, 77.0475","28.5642, 77.2483"
2024-11-26 13:29:00,Model Town,New Delhi Railway,12.4,Rain,27.92,1.73,15.53,18.67,0,0,13,Residential Areas,Transit Hubs,"28.6997, 77.2081","28.6444, 77.2125"
2025-01-19 10:53:00,Dwarka Sector 10,Delhi University (North Campus),28.95,Rain,84.18,2.49,96.16,43.13,1,0,10,Residential Areas,Educational Institutions,"28.6044, 77.0396","28.6943, 77.2166"
2025-02-01 12:12:00,Saket District Centre,Gurgaon Sector 29,24.08,Clear,50.55,1.64,9.89,14.14,1,0,12,Residential Areas,Commercial & Industrial Areas,"28.5208, 77.2155","28.4716, 77.0627"
2025-01-09 21:13:00,Dwarka Sector 6,Karol Bagh Metro Station,23.0,Clear,82.61,1.78,38.47,13.16,0,0,21,Residential Areas,Transit Hubs,"28.6181, 77.0519","28.665, 77.196"
2025-01-21 17:49:00,World Trade Tower (Noida),"Indirapuram (Ghaziabad, UP)",16.88,Fog,50.01,2.57,67.41,61.58,0,0,17,Commercial & Industrial Areas,Residential Areas,"28.5663, 77.3255","28.6481, 77.3656"
2025-02-22 23:32:00,Gurgaon (Haryana),R.K. Puram Sector 7,27.24,Clear,88.86,1.78,24.0,19.39,1,0,23,Residential Areas,Residential Areas,"28.4595, 77.0266","28.5603, 77.1777"
2024-12-13 08:47:00,Faridabad (Haryana),DLF Cyber City (Gurgaon),34.04,Clear,78.75,1.83,53.36,10.5,0,0,8,Residential Areas,Commercial & Industrial Areas,"28.4089, 77.3176","28.494, 77.0898"
2024-11-09 23:38:00,Laxmi Nagar,Janakpuri Block C,25.81,Fog,50.89,1.77,10.94,23.63,1,0,23,Residential Areas,Residential Areas,"28.6281, 77.2764","28.6315, 77.0988"
2024-11-29 15:06:00,Shastri Nagar,DLF Cyber City (Gurgaon),36.71,Clear,112.04,1.81,18.63,23.63,0,0,15,Residential Areas,Commercial & Industrial Areas,"28.6797, 77.2587","28.494, 77.0898"
2024-12-24 19:35:00,Amity University (Noida),Dwarka Sector 6,40.98,Clear,113.93,2.48,78.89,50.01,0,0,19,Educational Institutions,Residential Areas,"28.5529, 77.3499","28.6181, 77.0519"
2024-11-05 09:26:00,Defence Colony,PVR Vegas Kotak IMAX Dwarka,26.78,Fog,64.23,2.34,88.84,34.84,0,0,9,Residential Areas,Commercial & Industrial Areas,"28.5746, 77.2365","28.6272, 77.0605"
2025-02-16 18:22:00,PVR Vegas Kotak IMAX Dwarka,Shastri Nagar,29.24,Humid,67.96,1.87,47.9,16.22,1,0,18,Commercial & Industrial Areas,Residential Areas,"28.6272, 77.0605","28.6797, 77.2587"
2025-02-16 12:02:00,New Delhi Metro Station,PVR Cinemas Dwarka Sector 21,25.13,Fog,61.08,1.52,11.85,4.17,1,0,12,Transit Hubs,Commercial & Industrial Areas,"28.6444, 77.2125","28.6022, 77.0475"
2025-02-27 18:34:00,Cyber Hub,Karol Bagh,31.0,Clear,103.95,1.77,41.64,10.86,0,0,18,Commercial & Industrial Areas,Residential Areas,"28.4947, 77.0881","28.665, 77.196"
2025-01-28 17:13:00,Bhikaji Cama Place,Noida Sector 150,31.23,Clear,95.78,2.4,66.03,49.11,0,0,17,Commercial & Industrial Areas,Residential Areas,"28.5638, 77.207","28.4808, 77.4098"
2025-02-06 23:55:00,IGI Airport,Rajinder Nagar,18.41,Fog,54.35,2.4,67.79,48.59,0,0,23,Transit Hubs,Residential Areas,"28.5665, 77.1031","28.6405, 77.1805"
2025-01-17 21:26:00,Central Secretariat Metro Station,Kashmere Gate Metro Station,11.81,Clear,35.62,2.25,73.87,34.11,0,0,21,Transit Hubs,Transit Hubs,"28.6129, 77.2295","28.6639, 77.2323"
2025-01-15 05:55:00,Chandni Chowk,Shastri Nagar,9.52,Rain,22.4,1.79,20.07,21.81,0,0,5,Tourist Spots,Residential Areas,"28.656, 77.2311","28.6797, 77.2587"
2025-02-03 17:59:00,Cyber Hub,Mehrauli,17.17,Clear,58.83,1.76,48.55,6.82,0,0,17,Commercial & Industrial Areas,Residential Areas,"28.4947, 77.0881","28.5146, 77.1894"
2024-12-08 20:34:00,INOX Nehru Place,Vasant Kunj Sector C,15.89,Clear,42.41,2.6,74.29,60.77,1,0,20,Commercial & Industrial Areas,Residential Areas,"28.5499, 77.2485","28.5458, 77.1557"
2024-12-18 15:34:00,Hauz Khas Village (commercial nightlife aspect),India Gate,14.37,Clear,31.46,1.52,18.83,1.43,0,0,15,Commercial & Industrial Areas,Tourist Spots,"28.5469, 77.2023","28.6129, 77.2295"
2024-12-10 06:46:00,Red Fort,Qutub Minar,23.66,Rain,81.26,2.3,65.4,41.53,0,0,6,Tourist Spots,Tourist Spots,"28.6562, 77.2391","28.5245, 77.1856"
2024-11-13 17:03:00,Paharganj (commercial aspect),GTB Nagar,14.32,Fog,56.89,2.48,97.9,41.5,0,0,17,Commercial & Industrial Areas,Residential Areas,"28.6445, 77.2205","28.7138, 77.2307"
2025-01-13 13:37:00,ITO (Indraprastha Estate),Defence Colony Market,13.16,Clear,32.29,1.67,6.89,18.07,0,0,13,Commercial & Industrial Areas,Commercial & Industrial Areas,"28.6356, 77.241","28.5746, 77.2365"
2024-11-11 18:34:00,"MG Road (Gurgaon, commercial aspect)",Anand Vihar,40.62,Humid,130.33,2.24,65.87,36.91,0,0,18,Commercial & Industrial Areas,Residential Areas,"28.4848, 77.0818","28.6534, 77.3175"
2025-01-19 19:49:00,PVR Cinemas Dwarka Sector 21,Laxmi Nagar,32.03,Clear,83.24,2.51,92.08,46.64,1,0,19,Commercial & Industrial Areas,Residential Areas,"28.6022, 77.0475","28.6281, 77.2764"
2024-12-24 15:10:00,Patparganj Industrial Area,Hauz Khas Village (commercial nightlife aspect),19.99,Humid,48.84,2.3,49.16,48.59,0,0,15,Highways & Borders,Commercial & Industrial Areas,"28.6293, 77.2892","28.5469, 77.2023"
2025-02-14 17:59:00,Nehru Place,Faridabad (Haryana),25.49,Clear,61.88,1.82,31.11,18.99,0,0,17,Commercial & Industrial Areas,Residential Areas,"28.5499, 77.2485","28.4089, 77.3176"
2025-01-24 01:58:00,Chandni Chowk,Humayun's Tomb,13.71,Clear,40.95,2.15,38.44,41.21,0,0,1,Tourist Spots,Tourist Spots,"28.656, 77.2311","28.5931, 77.251"
2024-12-11 01:15:00,Dhaula Kuan,India Gate,13.94,Clear,42.0,2.4,64.7,49.82,0,0,1,Transit Hubs,Tourist Spots,"28.5772, 77.1649","28.6129, 77.2295"
2025-02-10 03:43:00,Punjabi Bagh,"Indirapuram (Ghaziabad, UP)",31.62,Clear,90.64,2.48,51.88,61.68,0,0,3,Residential Areas,Residential Areas,"28.6744, 77.1402","28.6481, 77.3656"
2024-11-20 18:42:00,Sector 16 (Noida),Munirka,22.17,Fog,61.83,1.64,36.18,3.16,0,0,18,Commercial & Industrial Areas,Residential Areas,"28.5729, 77.3149","28.554, 77.17"
2025-01-19 04:08:00,Dwarka Sector 21 Metro Station,Dwarka Sector 12,7.35,Fog,19.82,1.8,25.33,19.89,1,0,4,Transit Hubs,Residential Areas,"28.6022, 77.0475","28.6105, 77.0298"
2024-11-27 12:48:00,Paharganj (commercial aspect),Aerocity,21.39,Clear,47.28,2.3,15.09,62.8,0,1,12,Commercial & Industrial Areas,Commercial & Industrial Areas,"28.6445, 77.2205","28.5551, 77.1245"
2025-01-31 17:44:00,Cyber Hub,Hauz Khas Village,20.09,Clear,43.44,2.0,38.52,29.87,0,0,17,Commercial & Industrial Areas,Residential Areas,"28.4947, 77.0881","28.5469, 77.2023"
2025-01-06 11:14:00,Akshardham Temple,Rohini Sector 7,29.47,Clear,104.89,2.0,45.13,26.99,0,0,11,Tourist Spots,Residential Areas,"28.6127, 77.2772","28.7112, 77.1009"
2025-02-15 13:56:00,Millennium City Centre Gurugram Metro Station(huda city centre),Dhaula Kuan,23.01,Clear,61.89,2.37,51.59,53.22,1,0,13,Transit Hubs,Transit Hubs,"28.4658, 77.0782","28.5772, 77.1649"
2025-01-22 02:32:00,Kalkaji (Kalkaji Mandir),Botanical Garden Metro Station,15.81,Clear,57.43,2.25,55.24,41.8,0,0,2,Tourist Spots,Transit Hubs,"28.544, 77.25","28.5647, 77.3392"
2024-11-15 08:38:00,Ashok Vihar Phase 1,Jamia Millia Islamia,27.99,Fog,63.48,1.76,30.73,14.85,0,0,8,Residential Areas,Educational Institutions,"28.7121, 77.1718","28.5635, 77.2711"
2025-01-03 09:30:00,Uttam Nagar,INOX Nehru Place,28.0,Clear,87.49,2.01,53.98,24.14,0,0,9,Residential Areas,Commercial & Industrial Areas,"28.6471, 77.0864","28.5499, 77.2485"
2024-11-09 22:46:00,Old Delhi Railway,Dwarka Sector 10,27.8,Clear,71.44,2.09,51.1,31.8,1,0,22,Transit Hubs,Residential Areas,"28.65, 77.2272","28.6044, 77.0396"
2024-11-28 02:32:00,Patparganj Industrial Area,Dilshad Garden,13.22,Clear,45.3,1.7,30.54,10.14,0,0,2,Highways & Borders,Residential Areas,"28.6293, 77.2892","28.6888, 77.2709"
2024-12-13 15:18:00,Cyber Hub,Chandni Chowk,32.28,Clear,72.1,1.5,17.12,0.19,0,0,15,Commercial & Industrial Areas,Tourist Spots,"28.4947, 77.0881","28.656, 77.2311"
2025-01-13 16:19:00,Barakhamba Road Metro Station,Lotus Temple,15.95,Clear,52.97,2.05,42.8,32.1,0,0,16,Transit Hubs,Tourist Spots,"28.6288, 77.2238","28.5527, 77.2588"
2025-02-15 16:11:00,Jhilmil Industrial Area (Shahdara),Mayur Vihar Phase II,14.88,Clear,32.08,1.57,18.71,4.99,1,0,16,Highways & Borders,Residential Areas,"28.6749, 77.3005","28.601, 77.306"
2025-02-26 10:31:00,Janakpuri Block C,Gurgaon Sector 29,26.75,Rain,84.22,1.8,28.27,18.73,0,0,10,Residential Areas,Commercial & Industrial Areas,"28.6315, 77.0988","28.4716, 77.0627"
2024-11-13 18:10:00,ITO (Indraprastha Estate),Lajpat Nagar IV (Central Market),14.57,Rain,52.73,1.94,49.73,20.48,0,0,18,Commercial & Industrial Areas,Residential Areas,"28.6356, 77.241","28.5642, 77.2483"
2024-11-13 13:04:00,Hauz Khas (tourist spots),Inderlok,22.61,Clear,52.86,2.2,40.53,44.26,0,0,13,Tourist Spots,Transit Hubs,"28.5495, 77.2008","28.6775, 77.1643"
2024-11-15 08:32:00,West Patel Nagar,Unitech Cyber Park (Gurgaon),29.65,Rain,74.87,1.94,58.72,16.74,0,0,8,Residential Areas,Commercial & Industrial Areas,"28.66, 77.175","28.4908, 77.0905"
2024-12-09 20:02:00,INOX Janak Place West Mall,Model Town,20.31,Fog,58.13,2.36,64.92,46.39,0,0,20,Commercial & Industrial Areas,Residential Areas,"28.6367, 77.0988","28.6997, 77.2081"
2025-02-04 18:16:00,Defence Colony Market,Preet Vihar,16.22,Clear,34.46,1.72,27.88,13.18,0,0,18,Commercial & Industrial Areas,Residential Areas,"28.5746, 77.2365","28.6473, 77.2847"
2025-01-10 22:03:00,Greater Kailash II (M Block Market),Janakpuri Block C,25.75,Fog,58.01,1.62,35.26,2.21,0,0,22,Residential Areas,Residential Areas,"28.5388, 77.241","28.6315, 77.0988"
2025-01-19 18:43:00,All India Institute of Medical Sciences (AIIMS),"Noida Extension (Greater Noida West), (Ghaziabad, UP)",33.13,Clear,72.03,1.86,61.3,9.19,1,0,18,Educational Institutions,Residential Areas,"28.5717, 77.2089","28.6119, 77.4446"
2024-12-22 09:40:00,Ashok Vihar Phase 1,World Trade Tower (Noida),31.5,Humid,112.02,2.47,87.62,45.27,1,0,9,Residential Areas,Commercial & Industrial Areas,"28.7121, 77.1718","28.5663, 77.3255"
2024-11-17 19:46:00,Jamia Millia Islamia,Shastri Nagar,20.57,Clear,71.88,2.49,94.5,43.93,1,0,19,Educational Institutions,Residential Areas,"28.5635, 77.2711","28.6797, 77.2587"
2024-11-29 00:00:00,Dwarka Sector 12,Pitampura,21.21,Rain,68.75,2.33,47.03,51.9,0,0,0,Residential Areas,Residential Areas,"28.6105, 77.0298","28.6975, 77.1264"
2025-01-29 18:15:00,Saket (commercial aspect),Mayur Vihar Phase II,20.32,Clear,69.85,1.97,44.05,25.5,0,0,18,Commercial & Industrial Areas,Residential Areas,"28.5214, 77.2118","28.601, 77.306"
2025-01-20 12:11:00,Rajouri Garden Market,Chandni Chowk Metro Station,16.77,Fog,35.23,1.92,26.31,29.26,0,0,12,Commercial & Industrial Areas,Transit Hubs,"28.6532, 77.1306","28.656, 77.2311"
2025-01-30 18:00:00,Candor TechSpace (Gurgaon),Dilshad Garden,43.02,Clear,95.24,2.34,77.34,39.34,0,0,18,Commercial & Industrial Areas,Residential Areas,"28.4651, 77.0699","28.6888, 77.2709"
2025-01-23 11:52:00,Dwarka Sector 10,Akshardham Temple,32.86,Clear,93.01,1.88,43.62,18.6,0,0,11,Residential Areas,Tourist Spots,"28.6044, 77.0396","28.6127, 77.2772"
2025-01-29 02:11:00,Karol Bagh Metro Station,Dwarka Sector 10,25.02,Clear,57.09,1.54,0.93,10.22,0,0,2,Transit Hubs,Residential Areas,"28.665, 77.196","28.6044, 77.0396"
2024-12-17 13:56:00,Paschim Vihar,Vasant Kunj (commercial aspect),22.91,Clear,50.28,2.08,24.05,42.21,0,1,13,Residential Areas,Commercial & Industrial Areas,"28.6701, 77.1004","28.5478, 77.1635"
2025-01-23 14:33:00,Ghaziabad (UP),Cyber Hub,51.67,Clear,155.0,1.64,8.74,15.05,0,0,14,Residential Areas,Commercial & Industrial Areas,"28.6705, 77.4324","28.4947, 77.0881"
2025-02-06 18:57:00,Delhi University (North Campus),West Patel Nagar,11.68,Clear,43.49,2.22,74.45,31.49,0,0,18,Educational Institutions,Residential Areas,"28.6943, 77.2166","28.66, 77.175"
2024-11-15 06:50:00,Humayun's Tomb,Greater Kailash II (M Block Market),12.34,Clear,26.81,1.87,12.61,30.82,0,0,6,Tourist Spots,Residential Areas,"28.5931, 77.251","28.5388, 77.241"
2024-11-18 00:20:00,Mehrauli,Tikri Border,50.74,Clear,124.81,2.28,54.53,44.62,0,0,0,Residential Areas,Highways & Borders,"28.5146, 77.1894","28.6766, 76.8453"
2024-12-01 02:38:00,Ghaziabad (UP),Shastri Nagar,25.37,Clear,93.75,2.24,61.63,38.98,1,0,2,Residential Areas,Residential Areas,"28.6705, 77.4324","28.6797, 77.2587"
2025-02-14 01:32:00,Krishna Nagar,Humayun's Tomb,13.27,Clear,47.96,2.22,65.52,35.46,0,0,1,Residential Areas,Tourist Spots,"28.6537, 77.2657","28.5931, 77.251"
2025-01-07 20:51:00,Unitech Cyber Park (Gurgaon),Rohini Sector 7,34.43,Clear,76.02,1.78,54.66,6.21,0,0,20,Commercial & Industrial Areas,Residential Areas,"28.4908, 77.0905","28.7112, 77.1009"
2025-01-09 19:23:00,Jasola,Punjabi Bagh,29.91,Fog,78.83,2.29,85.87,32.0,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.5508, 77.2996","28.6744, 77.1402"
2024-12-09 07:02:00,Shastri Nagar,PVR Vegas Kotak IMAX Dwarka,29.24,Clear,79.01,1.88,41.59,19.31,0,0,7,Residential Areas,Commercial & Industrial Areas,"28.6797, 77.2587","28.6272, 77.0605"
2024-12-23 11:15:00,Humayun's Tomb,Jhilmil Industrial Area (Shahdara),17.36,Clear,66.88,2.55,76.2,56.43,0,0,11,Tourist Spots,Highways & Borders,"28.5931, 77.251","28.6749, 77.3005"
2024-11-28 10:41:00,Dwarka Sector 6,Nehru Place,29.77,Clear,72.27,2.32,63.71,43.76,0,0,10,Residential Areas,Commercial & Industrial Areas,"28.6181, 77.0519","28.5499, 77.2485"
2024-11-21 05:47:00,GTB Nagar,Laxmi Nagar,17.63,Clear,62.12,2.1,45.65,34.89,0,0,5,Residential Areas,Residential Areas,"28.7138, 77.2307","28.6281, 77.2764"
2025-01-12 05:18:00,Hauz Khas Village,Pitampura,26.97,Clear,87.2,1.77,22.98,18.49,1,0,5,Residential Areas,Residential Areas,"28.5469, 77.2023","28.6975, 77.1264"
2024-11-04 09:50:00,Munirka,Sector 62 (Noida),29.25,Clear,104.49,3.02,88.35,87.24,0,1,9,Residential Areas,Commercial & Industrial Areas,"28.554, 77.17","28.6187, 77.3634"
2025-01-03 09:22:00,Patel Nagar,Indian Institute of Technology Delhi (IIT Delhi),20.63,Fog,66.3,1.99,39.95,28.57,0,0,9,Residential Areas,Educational Institutions,"28.665, 77.18","28.5484, 77.1927"
2025-02-13 03:00:00,Janakpuri Block C,Dwarka Sector 6,10.78,Clear,36.36,2.34,54.15,49.64,0,0,3,Residential Areas,Residential Areas,"28.6315, 77.0988","28.6181, 77.0519"
2025-02-15 15:45:00,Jasola,All India Institute of Medical Sciences (AIIMS),15.99,Clear,42.71,2.55,64.74,61.5,1,0,15,Commercial & Industrial Areas,Educational Institutions,"28.5508, 77.2996","28.5717, 77.2089"
2025-02-09 12:05:00,Aerocity,Golf Course Road (Gurgaon),17.93,Humid,53.58,2.19,43.69,42.33,1,0,12,Commercial & Industrial Areas,Commercial & Industrial Areas,"28.5551, 77.1245","28.4618, 77.0947"
2024-12-08 10:03:00,Pitampura,Bhikaji Cama Place,25.18,Clear,64.46,1.99,61.82,18.92,1,0,10,Residential Areas,Commercial & Industrial Areas,"28.6975, 77.1264","28.5638, 77.207"
2025-02-20 08:08:00,Rohini Sector 22,Saket (commercial aspect),35.46,Clear,98.76,2.58,87.99,53.8,0,0,8,Residential Areas,Commercial & Industrial Areas,"28.7355, 77.1215","28.5214, 77.2118"
2025-01-30 23:08:00,Hauz Khas (tourist spots),Dwarka Sector 10,25.26,Clear,82.26,2.11,39.26,38.46,0,0,23,Tourist Spots,Residential Areas,"28.5495, 77.2008","28.6044, 77.0396"
2024-11-06 20:21:00,PVR Cinemas Dwarka Sector 21,Krishna Nagar,31.46,Clear,93.05,1.69,34.62,7.93,0,0,20,Commercial & Industrial Areas,Residential Areas,"28.6022, 77.0475","28.6537, 77.2657"
2024-11-21 16:51:00,Old Delhi Railway,Lotus Temple,18.5,Clear,42.6,2.39,40.86,59.3,0,0,16,Transit Hubs,Tourist Spots,"28.65, 77.2272","28.5527, 77.2588"
2024-11-28 07:47:00,Civil Lines,Paharganj (commercial aspect),9.98,Clear,33.89,2.41,75.71,45.7,0,0,7,Residential Areas,Commercial & Industrial Areas,"28.6811, 77.2289","28.6445, 77.2205"
2024-11-13 20:55:00,Jasola,Karol Bagh,24.48,Fog,58.95,2.54,77.88,54.67,0,0,20,Commercial & Industrial Areas,Residential Areas,"28.5508, 77.2996","28.665, 77.196"
2025-02-04 19:10:00,INOX Janak Place West Mall,Faridabad (Haryana),44.77,Humid,123.85,1.97,48.08,23.49,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.6367, 77.0988","28.4089, 77.3176"
2024-11-12 08:10:00,Karol Bagh,PVR Vegas Kotak IMAX Dwarka,21.65,Humid,52.75,1.78,48.01,8.77,0,0,8,Residential Areas,Commercial & Industrial Areas,"28.665, 77.196","28.6272, 77.0605"
2024-12-27 19:04:00,Connaught Place,Faridabad (Haryana),37.03,Clear,97.87,2.27,84.71,31.41,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.6328, 77.219","28.4089, 77.3176"
2024-12-22 03:55:00,Patparganj Industrial Area,Uttam Nagar,28.87,Fog,71.18,1.69,25.36,11.52,1,0,3,Highways & Borders,Residential Areas,"28.6293, 77.2892","28.6471, 77.0864"
2024-12-07 08:16:00,Kamla Nagar,Bhikaji Cama Place,20.08,Clear,53.02,1.75,59.43,1.87,1,0,8,Residential Areas,Commercial & Industrial Areas,"28.675, 77.23","28.5638, 77.207"
2025-01-18 05:35:00,Gurgaon (Haryana),Faridabad (Haryana),39.81,Rain,103.96,2.53,63.91,59.71,1,0,5,Residential Areas,Residential Areas,"28.4595, 77.0266","28.4089, 77.3176"
2024-12-29 11:24:00,Karol Bagh Metro Station,Defence Colony Market,17.96,Clear,61.31,1.77,45.72,8.85,1,0,11,Transit Hubs,Commercial & Industrial Areas,"28.665, 77.196","28.5746, 77.2365"
2025-01-01 13:39:00,Hauz Khas (tourist spots),Defence Colony Market,10.36,Rain,24.08,1.65,15.05,13.01,0,0,13,Tourist Spots,Commercial & Industrial Areas,"28.5495, 77.2008","28.5746, 77.2365"
2025-01-07 21:07:00,Rohini Sector 7,Laxmi Nagar,28.35,Clear,69.21,1.95,32.91,28.16,0,0,21,Residential Areas,Residential Areas,"28.7112, 77.1009","28.6281, 77.2764"
